Institute,Branch Name,Quota,Category,Seat Pool,Rank,Percentile,Round No,University
SITS Narhe,IT,HU,ST,Gender-Neutral,112199,38.9045575,1,SPPU
SITS Narhe,IT,HU,NT1,Gender-Neutral,93542,53.6496624,1,SPPU
SITS Narhe,IT,HU,NT2,Gender-Neutral,26731,89.0822549,1,SPPU
SITS Narhe,IT,HU,NT3,Gender-Neutral,38995,83.6387222,1,SPPU
SITS Narhe,IT,HU,VJ,Gender-Neutral,50697,78.3430016,1,SPPU
SITS Narhe,ENTC,HU,OPEN,Gender-Neutral,56999,75.1687111,1,SPPU
SITS Narhe,ENTC,HU,OBC,Gender-Neutral,58901,74.1935484,1,SPPU
SITS Narhe,ENTC,HU,SC,Gender-Neutral,114680,36.1619626,1,SPPU
SITS Narhe,ENTC,HU,ST,Gender-Neutral,101947,47.3478734,1,SPPU
SITS Narhe,ENTC,HU,NT1,Gender-Neutral,93521,53.6496624,1,SPPU
SITS Narhe,ENTC,HU,NT2,Gender-Neutral,65988,70.6180504,1,SPPU
SITS Narhe,ENTC,HU,NT3,Gender-Neutral,69870,68.8122862,1,SPPU
SITS Narhe,ENTC,HU,VJ,Gender-Neutral,121571,29.3464077,1,SPPU
Sinhgad Academy of Eng,CS,HU,OPEN,Gender-Neutral,31035,87.2266503,1,SPPU
Sinhgad Academy of Eng,CS,HU,OBC,Gender-Neutral,33590,86.1075077,1,SPPU
Sinhgad Academy of Eng,CS,HU,SC,Gender-Neutral,72981,66.8171727,1,SPPU
Sinhgad Academy of Eng,CS,HU,ST,Gender-Neutral,66428,70.5106049,1,SPPU
Sinhgad Academy of Eng,CS,HU,NT1,Gender-Neutral,50248,78.4161664,1,SPPU
Sinhgad Academy of Eng,CS,HU,NT2,Gender-Neutral,31811,86.9095112,1,SPPU
Sinhgad Academy of Eng,CS,HU,NT3,Gender-Neutral,35070,85.415737,1,SPPU
Sinhgad Academy of Eng,CS,HU,VJ,Gender-Neutral,67463,69.6572694,1,SPPU
Sinhgad Academy of Eng,IT,HU,OPEN,Gender-Neutral,33804,86.0518493,1,SPPU
Sinhgad Academy of Eng,IT,HU,OBC,Gender-Neutral,37004,84.5084815,1,SPPU
Sinhgad Academy of Eng,IT,HU,SC,Gender-Neutral,57063,75.1687111,1,SPPU
Sinhgad Academy of Eng,IT,HU,ST,Gender-Neutral,74788,65.4207881,1,SPPU
Sinhgad Academy of Eng,IT,HU,NT1,Gender-Neutral,50840,78.3430016,1,SPPU
Sinhgad Academy of Eng,IT,HU,NT2,Gender-Neutral,36939,84.5084815,1,SPPU
Sinhgad Academy of Eng,IT,HU,NT3,Gender-Neutral,32462,86.6965956,1,SPPU
Sinhgad Academy of Eng,IT,HU,VJ,Gender-Neutral,29944,87.6984872,1,SPPU
Sinhgad Academy of Eng,ENTC,HU,OPEN,Gender-Neutral,59613,74.0797795,1,SPPU
Sinhgad Academy of Eng,ENTC,HU,OBC,Gender-Neutral,62870,72.3082536,1,SPPU
Sinhgad Academy of Eng,ENTC,HU,SC,Gender-Neutral,127693,22.6551453,1,SPPU
Sinhgad Academy of Eng,ENTC,HU,ST,Gender-Neutral,118302,32.6609746,1,SPPU
Sinhgad Academy of Eng,ENTC,HU,NT1,Gender-Neutral,79891,62.4868401,1,SPPU
Sinhgad Academy of Eng,ENTC,HU,NT2,Gender-Neutral,67276,69.6924231,1,SPPU
Sinhgad Academy of Eng,ENTC,HU,NT3,Gender-Neutral,72362,66.9527897,1,SPPU
Sinhgad Academy of Eng,ENTC,HU,VJ,Gender-Neutral,99271,49.4761567,1,SPPU
RMD Sinhgad Warje,CS,HU,OPEN,Gender-Neutral,33075,86.3437564,1,SPPU
RMD Sinhgad Warje,CS,HU,OBC,Gender-Neutral,36377,84.9532361,1,SPPU
RMD Sinhgad Warje,CS,HU,SC,Gender-Neutral,75311,65.3263316,1,SPPU
RMD Sinhgad Warje,CS,HU,ST,Gender-Neutral,73517,66.4309764,1,SPPU
RMD Sinhgad Warje,CS,HU,NT1,Gender-Neutral,54424,76.7173434,1,SPPU
RMD Sinhgad Warje,CS,HU,NT2,Gender-Neutral,35740,85.1907088,1,SPPU
RMD Sinhgad Warje,CS,HU,NT3,Gender-Neutral,38200,84.2081516,1,SPPU
RMD Sinhgad Warje,CS,HU,VJ,Gender-Neutral,66480,70.2813361,1,SPPU
RMD Sinhgad Warje,IT,HU,OPEN,Gender-Neutral,36193,85.1488129,1,SPPU
RMD Sinhgad Warje,IT,HU,OBC,Gender-Neutral,38270,84.2081516,1,SPPU
RMD Sinhgad Warje,IT,HU,SC,Gender-Neutral,82051,61.2935921,1,SPPU
RMD Sinhgad Warje,IT,HU,ST,Gender-Neutral,67127,69.7774101,1,SPPU
RMD Sinhgad Warje,IT,HU,NT1,Gender-Neutral,35167,85.415737,1,SPPU
RMD Sinhgad Warje,IT,HU,NT2,Gender-Neutral,46708,80.0793682,1,SPPU
RMD Sinhgad Warje,IT,HU,NT3,Gender-Neutral,41706,82.3346823,1,SPPU
RMD Sinhgad Warje,IT,HU,VJ,Gender-Neutral,111992,38.992574,1,SPPU
RMD Sinhgad Warje,ENTC,HU,OPEN,Gender-Neutral,58848,74.1935484,1,SPPU
RMD Sinhgad Warje,ENTC,HU,OBC,Gender-Neutral,69290,68.9337823,1,SPPU
RMD Sinhgad Warje,ENTC,HU,SC,Gender-Neutral,119042,32.3095051,1,SPPU
RMD Sinhgad Warje,ENTC,HU,ST,Gender-Neutral,115232,36.029881,1,SPPU
RMD Sinhgad Warje,ENTC,HU,NT1,Gender-Neutral,118948,32.3660798,1,SPPU
RMD Sinhgad Warje,ENTC,HU,NT2,Gender-Neutral,53043,77.0079706,1,SPPU
RMD Sinhgad Warje,ENTC,HU,NT3,Gender-Neutral,64586,71.3590844,1,SPPU
RMD Sinhgad Warje,ENTC,HU,VJ,Gender-Neutral,61719,73.1851907,1,SPPU
JSPM Hadapsar,CS,HU,OPEN,Gender-Neutral,20100,91.804929,1,SPPU
JSPM Hadapsar,CS,HU,OBC,Gender-Neutral,21694,91.2518343,1,SPPU
JSPM Hadapsar,CS,HU,SC,Gender-Neutral,48350,79.5863208,1,SPPU
JSPM Hadapsar,CS,HU,ST,Gender-Neutral,113687,37.1297299,1,SPPU
JSPM Hadapsar,CS,HU,NT1,Gender-Neutral,28117,88.5133125,1,SPPU
JSPM Hadapsar,CS,HU,NT2,Gender-Neutral,21706,91.2278745,1,SPPU
JSPM Hadapsar,CS,HU,NT3,Gender-Neutral,26356,89.2906503,1,SPPU
JSPM Hadapsar,CS,HU,VJ,Gender-Neutral,51190,78.1143775,1,SPPU
JSPM Hadapsar,IT,HU,OPEN,Gender-Neutral,24705,89.96633,1,SPPU
JSPM Hadapsar,IT,HU,OBC,Gender-Neutral,25681,89.5231349,1,SPPU
JSPM Hadapsar,IT,HU,SC,Gender-Neutral,53004,77.0079706,1,SPPU
JSPM Hadapsar,IT,HU,ST,Gender-Neutral,100116,49.0455617,1,SPPU
JSPM Hadapsar,IT,HU,NT1,Gender-Neutral,45414,80.9858625,1,SPPU
JSPM Hadapsar,IT,HU,NT2,Gender-Neutral,28428,88.2803409,1,SPPU
JSPM Hadapsar,IT,HU,NT3,Gender-Neutral,28742,88.2671548,1,SPPU
JSPM Hadapsar,IT,HU,VJ,Gender-Neutral,58093,75.0737739,1,SPPU
JSPM Hadapsar,AIDS,HU,OPEN,Gender-Neutral,27437,88.7938441,1,SPPU
JSPM Hadapsar,AIDS,HU,OBC,Gender-Neutral,28749,88.2671548,1,SPPU
JSPM Hadapsar,AIDS,HU,SC,Gender-Neutral,58200,74.8671904,1,SPPU
JSPM Hadapsar,AIDS,HU,ST,Gender-Neutral,104993,44.6898706,1,SPPU
JSPM Hadapsar,AIDS,HU,NT1,Gender-Neutral,34414,85.8062103,1,SPPU
JSPM Hadapsar,AIDS,HU,NT2,Gender-Neutral,38207,84.2081516,1,SPPU
JSPM Hadapsar,AIDS,HU,NT3,Gender-Neutral,39404,83.4300164,1,SPPU
JSPM Hadapsar,AIDS,HU,VJ,Gender-Neutral,68214,69.3042857,1,SPPU
JSPM Hadapsar,Electrical,HU,OPEN,Gender-Neutral,88170,56.982253,1,SPPU
JSPM Hadapsar,Electrical,HU,OBC,Gender-Neutral,95442,52.2466614,1,SPPU
JSPM Hadapsar,Electrical,HU,SC,Gender-Neutral,134005,15.0249499,1,SPPU
JSPM Hadapsar,Electrical,HU,ST,Gender-Neutral,126631,23.8907594,1,SPPU
JSPM Hadapsar,Electrical,HU,NT1,Gender-Neutral,118603,32.4663078,1,SPPU
JSPM Hadapsar,Electrical,HU,NT2,Gender-Neutral,107361,42.9215913,1,SPPU
JSPM Hadapsar,Electrical,HU,NT3,Gender-Neutral,99721,49.2213366,1,SPPU
JSPM Hadapsar,Electrical,HU,VJ,Gender-Neutral,95938,52.2415622,1,SPPU
JSPM Hadapsar,ENTC,HU,OPEN,Gender-Neutral,46116,80.6210251,1,SPPU
JSPM Hadapsar,ENTC,HU,OBC,Gender-Neutral,51338,78.1143775,1,SPPU
JSPM Hadapsar,ENTC,HU,SC,Gender-Neutral,97786,50.2663166,1,SPPU
JSPM Hadapsar,ENTC,HU,ST,Gender-Neutral,95363,52.2466614,1,SPPU
JSPM Hadapsar,ENTC,HU,NT1,Gender-Neutral,80948,61.6397637,1,SPPU
JSPM Hadapsar,ENTC,HU,NT2,Gender-Neutral,59430,74.0797795,1,SPPU
JSPM Hadapsar,ENTC,HU,NT3,Gender-Neutral,56524,75.340282,1,SPPU
JSPM Hadapsar,ENTC,HU,VJ,Gender-Neutral,80778,61.6881259,1,SPPU
JSPM Hadapsar,Mechanical,HU,OPEN,Gender-Neutral,105545,44.0513989,1,SPPU
JSPM Hadapsar,Mechanical,HU,OBC,Gender-Neutral,120611,30.0860456,1,SPPU
JSPM Hadapsar,Mechanical,HU,SC,Gender-Neutral,141037,4.1114852,1,SPPU
JSPM Hadapsar,Mechanical,HU,ST,Gender-Neutral,138071,9.0956868,1,SPPU
JSPM Hadapsar,Mechanical,HU,NT1,Gender-Neutral,125334,25.3087578,1,SPPU
JSPM Hadapsar,Mechanical,HU,NT2,Gender-Neutral,136894,11.0960605,1,SPPU
JSPM Hadapsar,Mechanical,HU,NT3,Gender-Neutral,110476,39.9251777,1,SPPU
JSPM Hadapsar,Mechanical,HU,VJ,Gender-Neutral,137710,9.3640105,1,SPPU
PVPIT Bavdhan,CS,HU,OPEN,Gender-Neutral,28260,88.4658665,1,SPPU
PVPIT Bavdhan,CS,HU,OBC,Gender-Neutral,30567,87.4150328,1,SPPU
PVPIT Bavdhan,CS,HU,SC,Gender-Neutral,63393,71.8303504,1,SPPU
PVPIT Bavdhan,CS,HU,ST,Gender-Neutral,122753,28.1052376,1,SPPU
PVPIT Bavdhan,CS,HU,NT1,Gender-Neutral,57180,75.1687111,1,SPPU
PVPIT Bavdhan,CS,HU,NT2,Gender-Neutral,33543,86.1075077,1,SPPU
PVPIT Bavdhan,CS,HU,NT3,Gender-Neutral,32339,86.6965956,1,SPPU
PVPIT Bavdhan,CS,HU,VJ,Gender-Neutral,54079,76.7693871,1,SPPU
PVPIT Bavdhan,ENTC,HU,OPEN,Gender-Neutral,53654,76.8406961,1,SPPU
PVPIT Bavdhan,ENTC,HU,OBC,Gender-Neutral,61098,73.2522683,1,SPPU
PVPIT Bavdhan,ENTC,HU,SC,Gender-Neutral,100562,48.0589023,1,SPPU
PVPIT Bavdhan,ENTC,HU,ST,Gender-Neutral,127368,22.9499823,1,SPPU
PVPIT Bavdhan,ENTC,HU,NT1,Gender-Neutral,101979,46.8567142,1,SPPU
PVPIT Bavdhan,ENTC,HU,NT2,Gender-Neutral,56094,75.867353,1,SPPU
PVPIT Bavdhan,ENTC,HU,NT3,Gender-Neutral,85004,59.6839864,1,SPPU
PVPIT Bavdhan,ENTC,HU,VJ,Gender-Neutral,116107,35.1726957,1,SPPU
PVPIT Bavdhan,Mechanical,HU,OPEN,Gender-Neutral,134486,13.9344262,1,SPPU
PVPIT Bavdhan,Mechanical,HU,OBC,Gender-Neutral,130139,19.9324831,1,SPPU
PVPIT Bavdhan,Mechanical,HU,SC,Gender-Neutral,134913,13.3235504,1,SPPU
PVPIT Bavdhan,Mechanical,HU,ST,Gender-Neutral,137077,10.6046914,1,SPPU
PVPIT Bavdhan,Mechanical,HU,NT1,Gender-Neutral,136608,11.1520155,1,SPPU
PVPIT Bavdhan,Mechanical,HU,NT2,Gender-Neutral,142406,1.791795,1,SPPU
PVPIT Bavdhan,Mechanical,HU,NT3,Gender-Neutral,136744,11.119036,1,SPPU
PVPIT Bavdhan,Mechanical,HU,VJ,Gender-Neutral,127541,22.8844711,1,SPPU
PVPIT Bavdhan,Computer Science and Engineering(Data Science),HU,OPEN,Gender-Neutral,37347,84.4494892,1,SPPU
PVPIT Bavdhan,Computer Science and Engineering(Data Science),HU,OBC,Gender-Neutral,39741,83.3890161,1,SPPU
PVPIT Bavdhan,Computer Science and Engineering(Data Science),HU,SC,Gender-Neutral,88620,56.7405028,1,SPPU
PVPIT Bavdhan,Computer Science and Engineering(Data Science),HU,ST,Gender-Neutral,94912,52.5567137,1,SPPU
PVPIT Bavdhan,Computer Science and Engineering(Data Science),HU,NT1,Gender-Neutral,58869,74.1935484,1,SPPU
PVPIT Bavdhan,Computer Science and Engineering(Data Science),HU,NT2,Gender-Neutral,74687,65.9622938,1,SPPU
PVPIT Bavdhan,Computer Science and Engineering(Data Science),HU,NT3,Gender-Neutral,57821,75.1338688,1,SPPU
PVPIT Bavdhan,Computer Science and Engineering(Data Science),HU,VJ,Gender-Neutral,103145,46.1690466,1,SPPU
Indira College of engineering,CS,HU,OPEN,Gender-Neutral,28367,88.2852988,1,SPPU
Indira College of engineering,CS,HU,OBC,Gender-Neutral,32175,90.1978271,1,SPPU
Indira College of engineering,CS,HU,SC,Gender-Neutral,67105,69.7774101,1,SPPU
Indira College of engineering,CS,HU,ST,Gender-Neutral,141191,3.9788785,1,SPPU
Indira College of engineering,CS,HU,NT1,Gender-Neutral,42296,82.251586,1,SPPU
Indira College of engineering,CS,HU,NT2,Gender-Neutral,34860,85.4752553,1,SPPU
Indira College of engineering,CS,HU,NT3,Gender-Neutral,33836,86.039254,1,SPPU
Indira College of engineering,CS,HU,VJ,Gender-Neutral,39141,83.5642755,1,SPPU
Indira College of engineering,ENTC,HU,OPEN,Gender-Neutral,39663,83.4053417,1,SPPU
Indira College of engineering,ENTC,HU,OBC,Gender-Neutral,48758,79.4628516,1,SPPU
Indira College of engineering,ENTC,HU,SC,Gender-Neutral,83519,59.9249812,1,SPPU
Indira College of engineering,ENTC,HU,ST,Gender-Neutral,100467,48.9725355,1,SPPU
Indira College of engineering,ENTC,HU,NT1,Gender-Neutral,78438,63.6508999,1,SPPU
Indira College of engineering,ENTC,HU,NT2,Gender-Neutral,104019,45.9472716,1,SPPU
Indira College of engineering,ENTC,HU,NT3,Gender-Neutral,47378,79.8081214,1,SPPU
Indira College of engineering,ENTC,HU,VJ,Gender-Neutral,111613,39.0377062,1,SPPU
Indira College of engineering,Mechanical,HU,OPEN,Gender-Neutral,117895,32.8844711,1,SPPU
Indira College of engineering,Mechanical,HU,OBC,Gender-Neutral,126595,23.8907594,1,SPPU
Indira College of engineering,Mechanical,HU,SC,Gender-Neutral,135185,13.3162279,1,SPPU
Indira College of engineering,Mechanical,HU,ST,Gender-Neutral,123138,27.6545345,1,SPPU
Indira College of engineering,Mechanical,HU,NT1,Gender-Neutral,139923,6.1669865,1,SPPU
Indira College of engineering,Mechanical,HU,NT2,Gender-Neutral,141670,2.9971739,1,SPPU
Indira College of engineering,Mechanical,HU,NT3,Gender-Neutral,137646,9.4916141,1,SPPU
Indira College of engineering,Mechanical,HU,VJ,Gender-Neutral,133449,15.6886806,1,SPPU
Indira College of engineering,AIDS,HU,OPEN,Gender-Neutral,32479,86.6370673,1,SPPU
Indira College of engineering,AIDS,HU,OBC,Gender-Neutral,35925,85.1782223,1,SPPU
Indira College of engineering,AIDS,HU,SC,Gender-Neutral,69065,69.0354573,1,SPPU
Indira College of engineering,AIDS,HU,ST,Gender-Neutral,62180,72.6119403,1,SPPU
Indira College of engineering,AIDS,HU,NT1,Gender-Neutral,56402,75.3496766,1,SPPU
Indira College of engineering,AIDS,HU,NT2,Gender-Neutral,37097,84.4681938,1,SPPU
Indira College of engineering,AIDS,HU,NT3,Gender-Neutral,42127,82.251586,1,SPPU
Indira College of engineering,AIDS,HU,VJ,Gender-Neutral,100360,48.9725355,1,SPPU
Nutan Maharashtra Institute of Eng,CS,HU,OPEN,Gender-Neutral,23321,90.5702023,1,SPPU
Nutan Maharashtra Institute of Eng,CS,HU,OBC,Gender-Neutral,24965,89.9583318,1,SPPU
Nutan Maharashtra Institute of Eng,CS,HU,SC,Gender-Neutral,53282,76.9213416,1,SPPU
Nutan Maharashtra Institute of Eng,CS,HU,ST,Gender-Neutral,104227,45.8483896,1,SPPU
Nutan Maharashtra Institute of Eng,CS,HU,NT1,Gender-Neutral,29376,88.0695638,1,SPPU
Nutan Maharashtra Institute of Eng,CS,HU,NT2,Gender-Neutral,28159,88.5133125,1,SPPU
Nutan Maharashtra Institute of Eng,CS,HU,NT3,Gender-Neutral,25810,89.4673668,1,SPPU
Nutan Maharashtra Institute of Eng,CS,HU,VJ,Gender-Neutral,49885,78.5775598,1,SPPU
Nutan Maharashtra Institute of Eng,IT,HU,OPEN,Gender-Neutral,25402,89.6939217,1,SPPU
Nutan Maharashtra Institute of Eng,IT,HU,OBC,Gender-Neutral,26618,89.1792071,1,SPPU
Nutan Maharashtra Institute of Eng,IT,HU,SC,Gender-Neutral,63835,71.6671025,1,SPPU
Nutan Maharashtra Institute of Eng,IT,HU,ST,Gender-Neutral,35373,85.3410413,1,SPPU
Nutan Maharashtra Institute of Eng,IT,HU,NT1,Gender-Neutral,45049,81.0174211,1,SPPU
Nutan Maharashtra Institute of Eng,IT,HU,NT2,Gender-Neutral,30472,87.4817577,1,SPPU
Nutan Maharashtra Institute of Eng,IT,HU,NT3,Gender-Neutral,31986,86.8476463,1,SPPU
Nutan Maharashtra Institute of Eng,IT,HU,VJ,Gender-Neutral,25102,89.8061335,1,SPPU
Nutan Maharashtra Institute of Eng,ENTC,HU,OPEN,Gender-Neutral,36573,84.740951,1,SPPU
Nutan Maharashtra Institute of Eng,ENTC,HU,OBC,Gender-Neutral,46335,80.4126032,1,SPPU
Nutan Maharashtra Institute of Eng,ENTC,HU,SC,Gender-Neutral,93041,53.8156961,1,SPPU
Nutan Maharashtra Institute of Eng,ENTC,HU,ST,Gender-Neutral,105499,44.0513989,1,SPPU
Nutan Maharashtra Institute of Eng,ENTC,HU,NT1,Gender-Neutral,66030,70.6180504,1,SPPU
Nutan Maharashtra Institute of Eng,ENTC,HU,NT2,Gender-Neutral,50256,78.4161664,1,SPPU
Nutan Maharashtra Institute of Eng,ENTC,HU,NT3,Gender-Neutral,58779,74.1935484,1,SPPU
Nutan Maharashtra Institute of Eng,ENTC,HU,VJ,Gender-Neutral,99091,49.4761567,1,SPPU
Nutan Maharashtra Institute of Eng,Mechanical,HU,OPEN,Gender-Neutral,92567,54.0043616,1,SPPU
Nutan Maharashtra Institute of Eng,Mechanical,HU,OBC,Gender-Neutral,127582,22.8844711,1,SPPU
Nutan Maharashtra Institute of Eng,Mechanical,HU,SC,Gender-Neutral,125582,25.2074392,1,SPPU
Nutan Maharashtra Institute of Eng,Mechanical,HU,ST,Gender-Neutral,112373,38.9045575,1,SPPU
Nutan Maharashtra Institute of Eng,Mechanical,HU,NT1,Gender-Neutral,99450,49.4761567,1,SPPU
Nutan Maharashtra Institute of Eng,Mechanical,HU,NT2,Gender-Neutral,112131,38.992574,1,SPPU
Nutan Maharashtra Institute of Eng,Mechanical,HU,NT3,Gender-Neutral,137000,10.7415831,1,SPPU
Nutan Maharashtra Institute of Eng,Mechanical,HU,VJ,Gender-Neutral,123561,27.145045,1,SPPU
JSPM Narhe Technical Campus,CS,HU,OPEN,Gender-Neutral,24929,89.9583318,1,SPPU
JSPM Narhe Technical Campus,CS,HU,OBC,Gender-Neutral,27426,88.7938441,1,SPPU
JSPM Narhe Technical Campus,CS,HU,SC,Gender-Neutral,61103,73.2522683,1,SPPU
JSPM Narhe Technical Campus,CS,HU,ST,Gender-Neutral,109575,40.6521983,1,SPPU
JSPM Narhe Technical Campus,CS,HU,NT1,Gender-Neutral,48091,79.7413145,1,SPPU
JSPM Narhe Technical Campus,CS,HU,NT2,Gender-Neutral,31569,86.9739855,1,SPPU
JSPM Narhe Technical Campus,CS,HU,NT3,Gender-Neutral,26546,89.1792071,1,SPPU
JSPM Narhe Technical Campus,CS,HU,VJ,Gender-Neutral,54766,76.6367377,1,SPPU
JSPM Narhe Technical Campus,AIDS,HU,OPEN,Gender-Neutral,31299,87.0718315,1,SPPU
JSPM Narhe Technical Campus,AIDS,HU,OBC,Gender-Neutral,35296,85.3534944,1,SPPU
JSPM Narhe Technical Campus,AIDS,HU,SC,Gender-Neutral,76389,64.4805659,1,SPPU
JSPM Narhe Technical Campus,AIDS,HU,ST,Gender-Neutral,32384,86.6965956,1,SPPU
JSPM Narhe Technical Campus,AIDS,HU,NT1,Gender-Neutral,51078,78.3308876,1,SPPU
JSPM Narhe Technical Campus,AIDS,HU,NT2,Gender-Neutral,41784,82.3346823,1,SPPU
JSPM Narhe Technical Campus,AIDS,HU,NT3,Gender-Neutral,36115,85.1537884,1,SPPU
JSPM Narhe Technical Campus,AIDS,HU,VJ,Gender-Neutral,103401,45.9664342,1,SPPU
JSPM Narhe Technical Campus,ENTC,HU,OPEN,Gender-Neutral,53442,76.8406961,1,SPPU
JSPM Narhe Technical Campus,ENTC,HU,OBC,Gender-Neutral,56555,75.340282,1,SPPU
JSPM Narhe Technical Campus,ENTC,HU,SC,Gender-Neutral,108212,42.5530244,1,SPPU
JSPM Narhe Technical Campus,ENTC,HU,ST,Gender-Neutral,99022,49.5548073,1,SPPU
JSPM Narhe Technical Campus,ENTC,HU,NT1,Gender-Neutral,82367,61.2935921,1,SPPU
JSPM Narhe Technical Campus,ENTC,HU,NT2,Gender-Neutral,55922,75.867353,1,SPPU
JSPM Narhe Technical Campus,ENTC,HU,NT3,Gender-Neutral,66041,70.6180504,1,SPPU
JSPM Narhe Technical Campus,ENTC,HU,VJ,Gender-Neutral,58666,74.4658288,1,SPPU
BSCOER,CS,HU,OPEN,Gender-Neutral,36060,85.1537884,1,SPPU
BSCOER,CS,HU,OBC,Gender-Neutral,39115,83.5642755,1,SPPU
BSCOER,CS,HU,SC,Gender-Neutral,85084,58.8704519,1,SPPU
BSCOER,CS,HU,ST,Gender-Neutral,74947,65.4207881,1,SPPU
BSCOER,CS,HU,NT1,Gender-Neutral,62328,72.6119403,1,SPPU
BSCOER,CS,HU,NT2,Gender-Neutral,39573,83.4053417,1,SPPU
BSCOER,CS,HU,NT3,Gender-Neutral,41208,82.540133,1,SPPU
BSCOER,CS,HU,VJ,Gender-Neutral,79693,62.7344336,1,SPPU
BSCOER,Electrical,HU,OPEN,Gender-Neutral,110831,39.9066862,1,SPPU
BSCOER,Electrical,HU,OBC,Gender-Neutral,133921,15.1933187,1,SPPU
BSCOER,Electrical,HU,SC,Gender-Neutral,140743,4.8612936,1,SPPU
BSCOER,Electrical,HU,ST,Gender-Neutral,133756,15.5096512,1,SPPU
BSCOER,Electrical,HU,NT1,Gender-Neutral,130360,19.1048437,1,SPPU
BSCOER,Electrical,HU,NT2,Gender-Neutral,118427,32.4663078,1,SPPU
BSCOER,Electrical,HU,NT3,Gender-Neutral,92926,53.8156961,1,SPPU
BSCOER,Electrical,HU,VJ,Gender-Neutral,134272,14.4711178,1,SPPU
BSCOER,ENTC,HU,OPEN,Gender-Neutral,66383,70.5106049,1,SPPU
BSCOER,ENTC,HU,OBC,Gender-Neutral,69472,68.9337823,1,SPPU
BSCOER,ENTC,HU,SC,Gender-Neutral,116084,35.1726957,1,SPPU
BSCOER,ENTC,HU,ST,Gender-Neutral,120296,30.5890703,1,SPPU
BSCOER,ENTC,HU,NT1,Gender-Neutral,107153,43.1162283,1,SPPU
BSCOER,ENTC,HU,NT2,Gender-Neutral,73160,66.6716379,1,SPPU
BSCOER,ENTC,HU,NT3,Gender-Neutral,93074,53.8156961,1,SPPU
BSCOER,ENTC,HU,VJ,Gender-Neutral,67495,69.6572694,1,SPPU
Bhivarabai Sawant IOT,CS,HU,OPEN,Gender-Neutral,31312,87.0718315,1,SPPU
Bhivarabai Sawant IOT,CS,HU,OBC,Gender-Neutral,34999,85.4445126,1,SPPU
Bhivarabai Sawant IOT,CS,HU,SC,Gender-Neutral,60838,73.2701208,1,SPPU
Bhivarabai Sawant IOT,CS,HU,ST,Gender-Neutral,127459,22.8844711,1,SPPU
Bhivarabai Sawant IOT,CS,HU,NT1,Gender-Neutral,57465,75.1476841,1,SPPU
Bhivarabai Sawant IOT,CS,HU,NT2,Gender-Neutral,38755,83.878077,1,SPPU
Bhivarabai Sawant IOT,CS,HU,NT3,Gender-Neutral,39120,83.5642755,1,SPPU
Bhivarabai Sawant IOT,CS,HU,VJ,Gender-Neutral,67472,69.6572694,1,SPPU
Bhivarabai Sawant IOT,IT,HU,OPEN,Gender-Neutral,36501,84.9532361,1,SPPU
Bhivarabai Sawant IOT,IT,HU,OBC,Gender-Neutral,39187,83.5642755,1,SPPU
Bhivarabai Sawant IOT,IT,HU,SC,Gender-Neutral,82860,60.8798115,1,SPPU
Bhivarabai Sawant IOT,IT,HU,ST,Gender-Neutral,88021,56.982253,1,SPPU
Bhivarabai Sawant IOT,IT,HU,NT1,Gender-Neutral,63943,71.6354089,1,SPPU
Bhivarabai Sawant IOT,IT,HU,NT2,Gender-Neutral,44843,81.0352521,1,SPPU
Bhivarabai Sawant IOT,IT,HU,NT3,Gender-Neutral,34697,85.6187666,1,SPPU
Bhivarabai Sawant IOT,IT,HU,VJ,Gender-Neutral,58587,74.4658288,1,SPPU
Bhivarabai Sawant IOT,Electrical,HU,OPEN,Gender-Neutral,101656,47.3478734,1,SPPU
Bhivarabai Sawant IOT,Electrical,HU,OBC,Gender-Neutral,114801,36.1619626,1,SPPU
Bhivarabai Sawant IOT,Electrical,HU,SC,Gender-Neutral,126978,23.5805396,1,SPPU
Bhivarabai Sawant IOT,Electrical,HU,ST,Gender-Neutral,127742,22.6551453,1,SPPU
Bhivarabai Sawant IOT,Electrical,HU,NT1,Gender-Neutral,134999,13.3235504,1,SPPU
Bhivarabai Sawant IOT,Electrical,HU,NT2,Gender-Neutral,107631,42.5955447,1,SPPU
Bhivarabai Sawant IOT,Electrical,HU,NT3,Gender-Neutral,115295,35.624509,1,SPPU
Bhivarabai Sawant IOT,Electrical,HU,VJ,Gender-Neutral,87505,58.0840122,1,SPPU
Bhivarabai Sawant IOT,ENTC,HU,OPEN,Gender-Neutral,55650,75.8958975,1,SPPU
Bhivarabai Sawant IOT,ENTC,HU,OBC,Gender-Neutral,110550,39.9251777,1,SPPU
Bhivarabai Sawant IOT,ENTC,HU,SC,Gender-Neutral,110550,39.9251777,1,SPPU
Bhivarabai Sawant IOT,ENTC,HU,ST,Gender-Neutral,58226,74.8671904,1,SPPU
Bhivarabai Sawant IOT,ENTC,HU,NT1,Gender-Neutral,95057,52.5521047,1,SPPU
Bhivarabai Sawant IOT,ENTC,HU,NT2,Gender-Neutral,62615,72.394012,1,SPPU
Bhivarabai Sawant IOT,ENTC,HU,NT3,Gender-Neutral,65731,71.0587355,1,SPPU
Bhivarabai Sawant IOT,ENTC,HU,VJ,Gender-Neutral,125279,25.3087578,1,SPPU
Dhole Patil College of engineering,CS,HU,OPEN,Gender-Neutral,35260,85.3534944,1,SPPU
